Ex_MeV,component
10.327035263761013,G10
7.963101448527947,G7
6.643701585097102,G5
8.89757608008293,G7
5.049734117301318,G3
9.50089969447163,G8
8.498271491670327,G7
3.097469135788427,G1
6.516835299259028,G6
10.781798090918754,G9
9.940835455771744,G10
3.809509819903068,G2
9.58014262923967,G9
4.298399275667585,G3
11.137421553300994,G11
9.5381808034312,G9
6.261304418900976,G3
9.74801777334697,G8
8.07529703014504,G6
8.2154843347294,G7
7.399467519022885,G5
10.543800121320206,G10
9.120594806766311,G7
10.197216626684268,G9
9.444700782277954,G8
3.0364963681070614,G1
8.119021791428485,G6
5.218043859117337,G3
10.795466593173792,G10
9.689306333328581,G8
6.265954792672906,G4
3.071416001487524,G2
11.539837013605736,G10
11.590494700859779,G10
5.510243461614451,G3
11.056024262625328,G8
10.56233348969003,G9
8.402472947252196,G7
8.796679263354404,G8
8.552562408533278,G6
7.663336746004065,G7
3.244188518321193,G1
9.480836916625586,G8
6.766513584708779,G6
7.393331930949989,G6
11.324179314841025,G10
9.556110986849815,G8
9.513302238587666,G8
7.269300917534367,G5
7.460327088527725,G6
10.87453048149984,G11
10.218611128527693,G10
7.036177640110446,G5
8.577853290660146,G7
7.983318257265913,G7
5.518650986712423,G3
10.355593740264402,G9
8.499531358541699,G7
11.03427636212309,G10
4.449091291188163,G3
8.16163364875043,G6
9.831369995191153,G9
5.988516349863856,G5
7.584943039765701,G7
5.535836241434992,G4
10.593700925910884,G10
9.40108617737992,G7
7.986838146343266,G6
10.011208377176844,G9
8.250299901818464,G8
8.769365610134797,G7
7.581254670991413,G6
8.391522152078611,G8
9.383962926027923,G9
9.568513268281894,G7
10.533333939885631,G9
9.554448305964572,G8
8.39983623581229,G6
10.722839873379886,G9
8.748070481720957,G7
7.989661875104265,G6
4.029317168945899,G2
8.984133454009328,G8
10.00354293840098,G8
6.656938214755656,G5
5.049275423466739,G2
8.98707653210158,G8
6.885930621206683,G6
7.112881631613773,G5
3.7208497410379353,G2
10.070281920784314,G9
9.462649357934488,G7
10.419257070580146,G10
3.237960309475917,G1
7.447043945392708,G6
8.972774916400965,G7
11.012953480101016,G10
2.5234087839990886,G2
6.129908252616791,G5
9.348457539779739,G8
7.923686050102607,G6
8.721074918631803,G7
9.108978341942978,G7
8.273001202656278,G7
9.137702507031978,G8
9.043893404829907,G9
4.8999512072405516,G4
10.17422839114838,G8
7.727319495599615,G7
7.903711854055457,G6
6.484609620363983,G4
10.601912922628653,G9
5.807580402710087,G4
5.945184599018991,G4
7.616074696598976,BKG
11.05261314765324,G10
10.15654945652334,G9
9.969239659333056,G10
5.846622170925679,G4
9.021125464593485,G8
8.310744410714788,G6
9.873606628654075,G8
6.4940720750628005,G5
9.558689811205593,G8
9.06581246357087,G8
11.75899358304361,G11
4.4912992436523265,G4
11.999842297785932,G11
9.097603790750773,G7
11.135641269357949,G11
4.872182395433748,G3
4.06299773078443,G2
12.225699940672138,G12
8.153698909927751,G7
6.03549000235119,G4
10.217427328718077,G8
10.849843910620208,G11
6.035479505403366,G5
9.238760323554665,G8
6.940202675989381,G5
10.220811204513968,G9
7.128316243936629,G4
9.196287257885448,G7
7.326581405448437,G6
6.472910942731036,G4
9.616322942788473,G8
4.886102676260079,G3
3.5042656165685697,G2
6.372869870048004,G3
8.09710746676743,G8
9.009868046076978,G6
5.447617489648026,G4
9.297604765889982,G9
9.026906805320312,G9
9.89095947577927,G9
6.262348361217277,G4
3.212952510758048,G1
9.957506967556183,G9
4.823506729357674,G3
5.592948963136751,G4
7.773957189302436,G5
7.754906267316503,G6
7.343843671783052,G5
5.94738531419997,G3
7.385523988191754,G5
9.67123270097025,G8
7.879114201581469,G7
11.363889496914325,G10
3.6697680090143616,G2
5.97409291980877,G4
12.756217432463025,G10
9.239746163701897,G8
7.670775625972954,G5
11.135297834412862,G10
10.117711383895543,G9
12.603563310299878,G12
7.088134638180938,G6
3.7893118204076277,G1
7.504234631324498,G6
10.839360522778174,G9
8.6054726041968,G8
10.095899669077845,G10
10.408776443509472,G10
6.023460044149184,G4
7.1946995655562,G5
10.910038220978583,G10
6.044660940661983,G4
4.080160201572129,G2
7.537277217300132,G6
9.887814145572383,G8
8.132344889613547,BKG
8.159672810146242,G6
9.771402315314367,G9
5.065181678034731,G3
11.77891171614186,G11
4.918760336981173,BKG
6.340043067784339,G4
10.47703139460233,G10
7.857443521017164,G6
10.066710579507152,G10
10.166272118550818,G10
11.319133039472428,G11
5.973629622447526,G4
10.122831065760774,G9
9.35756961751076,G8
10.440772039702686,G10
8.963694176141724,G8
9.295284633142717,G8
4.623932981075953,G2
11.519992419852013,G11
9.511771097310463,G9
6.564138106034101,G5
9.381661672549646,G9
3.6844493706512234,G2
8.145555977071215,G8
10.863886368714528,G10
10.195091825327973,G10
7.939165654878155,G7
7.509669769333464,G6
7.969506192857003,G6
8.473225742300926,G7
10.01539787650012,G8
12.886908539875758,BKG
10.601553580588211,G9
6.966557772237055,G5
9.064771937100064,G7
9.424194677848268,G7
5.158855108676768,G3
4.999946568766477,G3
11.575653233618873,G12
11.184646586770873,G10
0.49844404877214155,BKG
7.900840692423407,G6
8.141239822718042,G7
11.029980773137119,G10
11.40595613159562,G12
6.453190579310584,G5
10.547098045328068,G9
10.366093590005278,G9
10.331151324193334,G9
10.70713133844457,G10
10.12776511289696,G9
8.842011691580854,G7
9.152892163602466,G9
6.499217375853747,G4
9.796416235185609,G10
5.819074353808778,G4
6.2628695254313556,G4
9.404019313348503,G7
8.5926937297862,G7
9.37329994116506,G7
5.528141983357336,G3
6.139556285693646,G5
7.039985516525762,G5
8.231492515728801,G6
9.482361465680569,G7
5.9536051516623365,G4
7.314295500813974,G6
3.735546991800706,G1
7.617428818169883,G6
5.723451157531425,G5
10.487992904545514,G9
8.597986027623223,G7
11.607510664143865,G10
6.51103848435283,G5
10.979649476124072,G9
11.027853781850004,G10
9.286527430284533,G8
7.8968977755709,G6
11.667467084057776,G12
8.66629237758337,BKG
10.600661640035936,G9
10.055879298017766,G8
10.437741299232167,G8
10.40131965211082,G9
6.970569876326241,G4
5.2816053786392905,G3
10.524213467751391,G10
7.34034223263695,G6
4.627978413538233,G3
5.425762460215992,G4
11.04896387601536,G11
11.414509947440163,G11
9.823943187606396,G8
9.392568636111946,G9
9.65447007755427,G8
11.520298258966278,G11
10.543289690602574,G8
9.643250567256477,G8
8.140784760971657,G8
8.392013688668179,G8
9.972408715391838,G9
10.203498928695229,G9
9.909928688469941,G8
5.677070940916851,G4
8.26272225201232,G8
7.178986121941399,G6
5.5144064105300155,G2
10.998014815190793,G10
8.268584461375747,G6
5.289815461095013,G3
6.339114987859571,G5
7.9406749091544,G6
1.6355127435839187,BKG
6.185181245675942,G4
8.563202521156299,G7
6.179577388974481,G5
5.068206869513449,G3
9.428494437072859,BKG
8.131475445882112,G7
6.442543488200962,G5
10.32149759449891,G8
2.786317687797765,G1
5.257616052700384,G4
9.195687238512184,G8
7.522021718559987,G5
7.067757797200985,G6
9.945151841059229,G9
4.017168783833286,G2
6.143940146496578,G5
7.864680519832104,G6
10.19134928731741,G9
4.929812915900109,G3
3.915528518906033,G2
7.10799225044884,G6
9.16386604362587,G7
8.440770371340886,G7
9.892723177534942,G9
6.594882604988946,G5
8.425993199677587,G7
10.59750357067156,G9
10.679065712828665,G10
9.290534345446705,G8
8.19259947720489,G7
8.341018406552937,G6
10.311451427516207,G9
9.793909763642286,G8
8.290527800205894,G6
9.71538421632714,G8
9.47448608737428,G8
10.022851014739313,G10
7.876731663705766,G6
10.494025448360068,G10
6.4701009266176746,G4
8.200280265408697,G7
8.881733384190591,G7
12.022992267070139,G11
8.60605253900724,G7
3.2175085341071488,G1
10.190733463353771,G9
8.537701174109431,G7
6.350321019266342,G4
9.783082098713802,G9
8.909734102333605,G6
10.739915558284494,G10
10.309659928599688,G9
10.434376022091097,G10
10.45213543162104,G9
4.293433893860664,G2
9.20796906596811,G9
10.512748937237708,BKG
7.41615677459497,G6
12.591609632488954,G12
8.860382233224463,G7
7.7573132451015585,G5
10.67248982258372,G9
4.46308932330863,G3
7.795015283139592,G6
13.314269490637715,BKG
8.362676815492494,BKG
10.581441773395838,G10
10.40539600042655,G8
5.199398896642923,G3
7.2879271782682,G5
7.723560017888304,G6
5.758516696357012,G4
9.55240049079235,G9
3.3529381627779147,G1
6.967087303796079,G5
9.310649323134385,G9
6.697220577891717,G6
9.054825560940994,G8
8.430240248727017,G7
5.977640977302602,G4
10.00729452985111,G10
8.81350415813106,G8
5.026245401628335,G4
10.308945510119232,G10
8.829934301215685,G9
8.469062606151045,G6
9.40315116071968,G9
9.44779569711613,G8
6.391889918427758,G5
10.23289887123338,G9
10.450347930435807,G10
5.022413138635903,G2
10.243609008129614,G8
10.374151423852659,G10
5.764374975826521,G4
7.527864148110083,G6
6.716098699465524,G6
9.9726661756968,G10
10.082490287743019,G10
9.282582309354815,G7
9.86981877825364,G10
9.276955866282993,G9
7.336696401326617,G6
6.094771710158879,G4
11.040287507006509,G10
8.651567716699747,G7
7.94421650338283,G6
2.9965540684552505,G1
12.967544472654502,G12
10.215381466066109,G9
10.342187663716315,G8
4.200176415302474,G2
4.939390499490038,G2
5.917377506265635,G4
8.94011296634878,G9
6.79277538855666,G6
6.476696845671431,G4
12.38602709600104,G12
9.792504248425516,G8
10.627730019441847,G11
6.792502320211581,G6
2.4449668915879226,BKG
6.189119395229229,G5
9.266288918732794,G7
7.310399006597862,G6
6.725874750610689,G4
5.3704931097675175,G4
11.656511944904196,G10
5.934685785629302,G4
10.003041025417112,G9
9.465834658588966,G9
9.518706883193689,G8
7.470381823498463,G6
10.758048333227501,G10
4.902371390017687,G4
9.585597990369374,G8
8.740312664312947,G8
12.223931786250843,G12
9.412774072671708,G9
7.3474038906971515,G6
10.221454586168061,G8
5.245089935754411,G4
11.681896456171108,G10
8.190157286471536,G7
5.679793682209125,G4
7.663520894810762,G6
7.698728525218878,G6
9.007156279839778,G7
10.854128052143249,G9
10.440432992266706,G10
9.5019191655382,G8
11.334453573154283,G11
11.399163449454937,G10
9.836156258964339,G8
3.207097566710484,G2
8.310146502800523,G7
10.33850287784288,G9
5.681521861927262,G4
12.249889825683477,G12
8.342593595342613,G6
6.728049772967132,G5
10.446609014700611,G9
8.087861418572158,G7
10.692263116544414,G9
5.161901956507463,G4
10.001516167186017,G10
4.830653641259065,G3
8.547576388974225,G6
11.293541314829076,G11
7.219493230424174,G5
9.38849569747958,G9
5.917140129353385,G3
9.401116957474537,G8
10.16247943102981,G10
10.008896718854936,G10
7.9272015011141,G6
9.534993485113459,G8
5.431421995638608,G4
7.410770085754881,G7
7.001372936733528,G5
9.673874799104041,G9
11.582054696186558,G11
10.132267277071765,G8
9.767671679743916,G10
10.506396081551962,G10
6.111678992904178,G4
10.393985906914464,G9
9.645848078402462,G8
9.304898975949365,G7
7.282519517206144,G5
3.876409696431046,G2
8.980930609809278,G8
10.234821573450747,G8
9.27041694433061,G8
3.9278354243736704,G1
3.9918805165696405,G1
9.978654234255565,G9
8.045126958659553,G6
9.203831795691313,G9
6.418998439534482,G5
9.875864561985987,G9
8.53676665184843,G7
8.277005375581501,G8
9.5031402619774,G8
8.792235470043716,G7
10.298991502063327,G10
11.575214905666728,G11
7.230151332439089,G6
6.75936954590189,G5
10.481544209678857,G10
8.279697989158372,G7
8.064310237595103,G7
4.780635593019451,G2
8.82891680320073,G7
6.9407974087988755,G5
10.012983996304506,G8
7.861164282580254,G7
6.519791248916013,G6
10.962885397466199,G10
9.274604343802999,G8
4.860240807903341,G3
11.586258757177639,G9
9.181350595659278,G7
4.691124190647286,G3
3.73488096925311,G2
9.581595865766843,G8
7.90286324803425,G6
10.403608197876435,G9
5.951836775885332,G4
10.405617917802797,G9
11.95931508787526,G12
8.406783693903924,G7
9.58599384455374,G9
5.440333852012393,G3
10.321494020459951,G9
8.142683295427796,G6
2.8215338183378242,G1
8.254680822850846,G6
10.938666177118057,G10
10.098623914976415,G9
8.415626904791928,G7
9.010311649143798,G7
10.523443879984995,G10
11.178188581397432,G9
10.498896088668682,G10
9.49748950594844,G8
9.191967121789775,G9
5.5576961249840755,G5
10.304314046036255,G9
9.33840713596446,G8
10.950207642107216,G9
8.574112400594089,G7
2.712928989877633,G1
9.168381422062462,G8
6.48089445423305,G4
3.9637526528094464,G2
6.374499196059185,G5
8.008500866655734,G7
0.9396098778474677,BKG
4.773661719228859,G3
8.29950253808308,G6
5.510826538792105,G3
10.701766970634393,G9
8.51187284145583,G7
9.386811119515938,G8
10.453455569029439,G10
2.4090267511548564,G1
11.718638939668496,G10
5.746027342772706,G3
9.19157450211059,G8
9.52273048245355,G8
8.513215879021129,G7
10.222321932455404,G9
10.317510477488343,G9
13.646571203730208,G12
10.649541928312846,G10
11.27707562443399,G11
7.18156530019785,G6
9.24196426046468,G8
6.584821498902704,G5
6.25172844210546,G5
8.47818769493598,G7
7.325364535875523,G6
10.192003577914354,G9
8.603793721560322,G7
4.3290656146175905,G3
7.448429319297251,G6
10.985291430923102,G10
8.093150388544798,G6
12.159694493645516,G10
9.119545318452325,G9
6.652027846387897,G5
8.91812613808622,G7
9.907274864744732,G10
8.548441176883516,G7
11.265022668644944,G10
9.13116548424357,G8
5.593067917013525,G3
2.5942447705656364,G1
4.078865260231366,G2
9.429091204327246,G8
10.183092461672098,G10
10.064331155648764,G8
12.9325220138828,G12
5.956660252990804,G3
11.076882185010408,G11
6.93273236204641,G5
11.59058117414471,G10
8.20684822263567,G6
8.780335003840737,G7
10.599025042044305,G10
7.97781884915691,G6
11.067230504004186,G9
10.188921385882791,G10
7.106119649601156,G5
10.53114310065586,G9
8.735862085614567,G7
6.159403044278573,BKG
7.943410922965391,G7
8.059325422291026,G6
11.455211281726953,G12
13.163213901068401,G12
5.392079499710622,G4
10.609668391802607,G11
4.166529991183088,G1
8.181129009758065,G7
11.26724440844498,G11
7.579245675580193,G5
5.110264820415395,G3
11.362140686884178,G10
7.066940493554193,G5
6.2964846181903615,G5
8.447674092387894,G8
8.909039194177593,G7
10.967411960287626,G10
6.480588388900988,G6
5.949190676428112,G4
9.546063413679024,G8
10.131930630994026,G9
10.5097651821515,G12
8.946903258394961,G9
4.251644153618976,G2
9.620469057951059,G8
10.258006842271392,G10
9.863580299712511,G9
3.4499280239290364,G1
9.546425657915378,G8
5.578674021822845,G4
8.693204392176366,G8
8.898297090891008,G8
6.37008806978976,G4
5.787479948052684,G4
8.888649882455612,G8
10.067967427228568,G9
8.768364641874179,G7
6.891848669458942,G5
9.346194985838288,G7
8.945559418019052,G8
11.082821689571071,G11
5.84255817348185,G4
8.179936558219566,G7
10.766942520781843,G10
3.053483167526072,BKG
8.336282681123711,G6
4.0167264818521184,G2
6.105034527589281,G4
7.2372137973590185,G5
9.860447068154667,G9
6.643849807988723,G5
9.03444784147239,G7
6.877205572070238,G5
6.49531078213365,G5
9.962878351248209,G9
4.358581418138346,G2
2.971200927840282,G1
12.115912211391379,G12
12.542973208107327,G11
9.186273159798176,G8
9.12108136022889,G8
7.827594604862544,G6
7.602191326419364,G6
9.47453986236339,G9
6.561990543729346,G5
10.986105134202155,G11
9.491561766035181,G8
9.157667162973631,G7
8.473805659984553,G7
8.42663702399331,G7
11.249636047527787,G10
7.134158726071176,G6
2.313541916760903,G1
6.163386054138196,G5
4.375484974493509,G3
3.150305490953212,G2
5.845541396127729,G3
10.714249324962521,G10
10.30567910528595,G8
12.29526526929571,BKG
7.359902920971493,G5
10.33070037335635,G9
7.820408471535513,G6
11.278290375341125,G10
12.192177665452109,G10
8.140077063595369,G7
4.423891697521147,G3
7.048735771896421,G5
9.01790389918349,G8
4.83301750622308,G3
10.863990507882423,G9
5.947973628179356,G4
3.8525397484389163,G2
9.061340357011977,G7
9.770601116549829,G8
9.34716883750514,G7
9.774977648493156,G9
9.68527021574686,G9
3.3945210371517303,G1
8.426227943888223,G7
10.000169224508657,G8
6.768887097134693,G5
3.6400194386637033,G1
11.566457950523686,G11
6.2982407701593175,G4
10.47104818383176,G10
7.419655392873199,G6
7.66297820905972,G6
9.25777203171124,G7
10.863012736434321,G11
8.757587755725147,G7
10.859278060684343,G8
8.588900566514084,G6
6.831373050952505,G5
7.099764064114446,G6
7.5551064271282025,G6
10.746478686897783,G10
10.77591856011985,G10
10.287984779455234,G10
4.255514907606037,G1
8.50610095461852,G7
8.487415530720442,G8
6.916883603956582,G5
7.49061833649162,G6
4.842444527913221,G3
11.658732526103519,G11
9.137788808923883,G7
4.304834178285557,G2
3.49800919287524,G2
10.868112352795045,G11
8.964860792218314,BKG
9.250065613797362,G7
6.1284987180822785,G5
8.436750319972097,G7
7.596640734524672,G6
4.086567725386054,G2
8.456921286916838,G7
9.904181345241945,G9
9.630570800826302,G9
8.072062435389903,G8
9.85652243710965,G9
8.349835899137776,G7
5.820159085634671,G5
7.4057930657709425,G6
10.842500361994398,G10
8.718283361797786,G8
10.181664868153787,G8
4.017149061190948,G2
8.813956963088712,G8
6.7411914587370925,G5
7.210442890049867,G6
11.17295026363564,G11
7.091775523378876,G6
9.945354624709923,G9
5.194745707828854,G3
9.920442542274536,G9
9.090392712100458,G7
8.171880979169925,G7
6.4154791528676665,G5
6.968413679051045,G6
12.05432017708593,G12
6.272634691129616,G5
5.337676964455414,G3
3.369802133059999,BKG
9.167573857696295,G8
6.847694472470365,G6
5.201042376425462,G3
9.119292360494686,G8
9.426376679062278,G8
11.923446646563093,BKG
8.490785146574302,G7
9.268904627524845,G8
8.820900865542836,G8
10.75271082586653,G10
7.038896828864511,G6
9.460668904920022,G9
11.060026407064472,G10
12.546622754300788,G11
9.698709281631146,G9
10.799542881548293,G11
8.603299317203358,G8
8.47105258195394,G7
8.10644237879354,G7
6.464965026962469,G5
11.898127519620292,G11
9.922871101487106,G8
7.176023546651509,G5
10.433554771272824,G9
5.065977000304119,G3
10.207846148133008,G9
10.604101699295779,G9
10.350688866851037,G9
10.365947025512899,G10
5.4300286626886525,G3
3.836324545319567,G2
8.623306915013082,G7
5.68939810917381,G4
6.049578977999918,G4
8.300651898315119,G7
8.571115113250524,G7
9.941663766095203,G8
11.05513521966473,G10
3.6326586913942487,G1
9.198859687745413,G8
2.9357166570731943,G1
10.106722872413679,G9
9.379919933721792,G7
9.44242306715438,G8
3.903979108084136,G1
7.018679795666063,G6
10.748248307851675,G9
11.051129643509787,G10
8.739384407599854,G7
4.458137922233694,G3
5.4344787638039485,G4
3.679634405520706,G1
10.818040872335587,G10
4.6572777789397,G3
10.769860605696008,G10
7.848403841870309,G6
8.198900905853362,G6
10.381055120821758,G9
8.148347262798104,G6
9.625680613530463,G9
11.354942764576117,G11
3.169616637543873,G2
8.1056673141253,G7
9.960382501424098,G9
7.657687970896353,G6
11.112522718635544,G11
5.419896723909392,G3
6.270060036419888,G5
10.13428401546616,G10
5.963421804958498,G3
10.808098981260933,G10
9.779300579307485,G8
10.252107419557992,G11
